"rgi_id","o1region","o2region","glims_id","anlys_id","subm_id","src_date","cenlon","cenlat","utm_zone","area_km2","primeclass","conn_lvl","surge_type","term_type","glac_name","is_rgi6","termlon","termlat","zmin_m","zmax_m","zmed_m","zmean_m","slope_deg","aspect_deg","aspect_sec","dem_source","lmax_m"
"RGI2000-v7.0-G-01-00001","01","01-01","G204091E67414N",392889,624,"2008-09-02T00:00:00",-155.90940361036584,67.4137265,5,0.239199161030735,0,0,0,9,"",1,-155.90403216948334,67.4160339725036,1485.3176,1693.6235,1544.6694,1553.9403,17.606613,342.3304691314697,1,"COPDEM30",725
"RGI2000-v7.0-G-01-00002","01","01-01","G204121E67419N",392890,624,"2008-09-02T00:00:00",-155.87911428757442,67.419232,5,0.104640862157241,0,0,0,9,"",1,-155.8785116747978,67.42127288523982,1278.4006,1394.7657,1328.5566,1330.915,19.846369,345.3670120239258,1,"COPDEM30",484
"RGI2000-v7.0-G-01-00003","01","01-01","G204471E67431N",392897,624,"2008-09-02T00:00:00",-155.5307860118259,67.431484,5,0.216605047642537,0,0,0,9,"",1,-155.52951584901044,67.43569380532352,1294.7034,1704.742,1423.2068,1437.2352,23.690063,13.46749,1,"COPDEM30",1099
"RGI2000-v7.0-G-01-00004","01","01-01","G204497E67431N",392899,624,"2008-09-02T00:00:00",-155.50194842916193,67.430514,5,0.252648926823073,0,0,0,9,"",1,-155.50228347036204,67.43336657478112,1224.1788,1286.8977,1249.6306,1249.0662,12.782562,42.854332,2,"COPDEM30",652
"RGI2000-v7.0-G-01-00005","01","01-01","G204521E67429N",392901,624,"2008-09-02T00:00:00",-155.47817274020792,67.432873,5,0.474715764168447,0,0,0,9,"",1,-155.499391809819,67.43890138725259,1052.4401,1488.1299,1290.8923,1273.7834,17.14851,299.0581932067871,8,"COPDEM30",1903
"RGI2000-v7.0-G-01-00006","01","01-01","G204503E67573N",392900,624,"2008-09-10T00:00:00",-155.4969497117513,67.5722555,5,0.408503513174389,0,0,0,9,"",1,-155.48939435156885,67.5745720910362,1977.4945,2170.5366,2087.9443,2088.3367,15.762392,77.727875,3,"COPDEM30",858
"RGI2000-v7.0-G-01-00007","01","01-01","G204489E67575N",392898,624,"2008-09-10T00:00:00",-155.5097430180939,67.574614,5,0.916141352615376,0,0,0,9,"",1,-155.52184851276235,67.58191737816217,1530.7017,2171.6182,2052.995,1968.782,21.687986,323.83539962768555,8,"COPDEM30",1592
"RGI2000-v7.0-G-01-00008","01","01-01","G205041E67468N",392967,624,"2008-09-02T00:00:00",-154.9569761963807,67.468513,5,0.419314718753844,0,0,0,9,"",1,-154.9577436004644,67.47465790031865,1425.6559,1722.775,1547.9398,1550.7047,16.10109,12.599836,1,"COPDEM30",1435
"RGI2000-v7.0-G-01-00009","01","01-01","G205031E67448N",392961,624,"2008-09-02T00:00:00",-154.96751803415037,67.44832099999999,5,0.078453454506608,0,0,0,9,"",1,-154.9711399863281,67.44943397043622,1565.3054,1752.6451,1643.2263,1648.1476,31.374462,318.187931060791,8,"COPDEM30",369
"RGI2000-v7.0-G-01-00010","01","01-01","G205033E67434N",392963,624,"2008-09-02T00:00:00",-154.96389601536634,67.43386,5,0.72088768246473,0,0,0,9,"",1,-154.98441268557704,67.43645941836147,1414.8813,1827.0992,1539.0287,1549.4502,15.559956,335.4181270599365,8,"COPDEM30",1520
"RGI2000-v7.0-G-01-00011","01","01-01","G205021E67424N",392959,624,"2008-09-02T00:00:00",-154.97749581978405,67.4240015,5,0.613558326831874,0,0,0,9,"",1,-154.9939255080692,67.4269702181146,1332.8177,1753.2792,1517.5354,1526.6699,17.869303,294.8121795654297,8,"COPDEM30",1332
"RGI2000-v7.0-G-01-00012","01","01-01","G205009E67418N",392956,624,"2008-09-02T00:00:00",-154.99073524999997,67.41858450000001,5,0.934563729750826,0,0,0,9,"",1,-155.0093062422617,67.42135834775786,1161.1173,1730.4747,1472.3256,1446.981,20.166616,313.46010971069336,8,"COPDEM30",1706
"RGI2000-v7.0-G-01-00013","01","01-01","G205052E67404N",392969,624,"2008-09-08T00:00:00",-154.9478629488548,67.4041505,5,0.088580926577986,0,0,0,9,"",1,-154.94745767001052,67.40249124975199,1578.995,1644.4565,1614.3666,1612.1653,9.976492,195.9096527099609,5,"COPDEM30",437
"RGI2000-v7.0-G-01-00014","01","01-01","G205086E67396N",392978,624,"2008-09-08T00:00:00",-154.91428771968367,67.39615599999999,5,0.196333237943257,0,0,0,9,"",1,-154.91110277346237,67.39821022478434,1456.0244,1614.3573,1531.8369,1532.8105,17.526457,26.832869,2,"COPDEM30",563
"RGI2000-v7.0-G-01-00015","01","01-01","G205083E67406N",392976,624,"2008-09-02T00:00:00",-154.90581414848484,67.405741,5,0.584687000127814,0,0,0,9,"",1,-154.89905168410448,67.40793629391337,1249.4465,1811.3884,1514.2303,1504.5251,23.68815,45.827065,2,"COPDEM30",1899
"RGI2000-v7.0-G-01-00016","01","01-01","G205086E67417N",392979,624,"2008-09-02T00:00:00",-154.9129869174938,67.416652,5,0.141425608955022,0,0,0,9,"",1,-154.9176528347259,67.418866308693,1314.4854,1638.9971,1505.3369,1486.493,31.461178,351.1051769256592,1,"COPDEM30",596
"RGI2000-v7.0-G-01-00017","01","01-01","G205070E67419N",392973,624,"2008-09-02T00:00:00",-154.92050560735294,67.4225275,5,2.237826723935505,0,0,0,9,"",1,-154.90206786829157,67.4354449380098,1105.7632,1750.3219,1435.4122,1397.4214,16.895538,58.27825,2,"COPDEM30",3577
"RGI2000-v7.0-G-01-00018","01","01-01","G205130E67387N",392987,624,"2008-09-08T00:00:00",-154.86981936987542,67.386759,5,0.150036874642824,0,0,0,9,"",1,-154.8641113969643,67.39022533948314,1283.8412,1407.7284,1318.5251,1328.8737,15.72542,355.50294399261475,1,"COPDEM30",1048
"RGI2000-v7.0-G-01-00019","01","01-01","G205062E67365N",392972,624,"2008-09-08T00:00:00",-154.9379062317742,67.365445,5,0.147081923970413,0,0,0,9,"",1,-154.93763921129198,67.36924124690883,1293.1345,1516.0433,1389.9137,1393.6241,19.371964,347.55731296539307,1,"COPDEM30",870
"RGI2000-v7.0-G-01-00020","01","01-01","G205270E67450N",393010,624,"2008-09-02T00:00:00",-154.7307211798202,67.450763,5,0.115454087983077,0,0,0,9,"",1,-154.7333370474691,67.4524650421794,1260.4374,1388.2545,1328.28,1324.352,18.62365,5.9838223,1,"COPDEM30",430
"RGI2000-v7.0-G-01-00021","01","01-01","G205309E67448N",393027,624,"2008-09-02T00:00:00",-154.69101301625574,67.4481845,5,0.134507203492921,0,0,0,9,"",1,-154.6990564746982,67.44723411651728,1367.1273,1547.5026,1440.2938,1448.0131,20.48342,298.65515899658203,8,"COPDEM30",900
"RGI2000-v7.0-G-01-00022","01","01-01","G205393E67441N",393052,624,"2008-09-02T00:00:00",-154.60700118232944,67.440657,5,0.061808791122997,0,0,0,9,"",1,-154.60700020160863,67.44195141403272,1330.9215,1426.2893,1371.2872,1373.3684,22.018564,357.78719758987427,1,"COPDEM30",299
"RGI2000-v7.0-G-01-00023","01","01-01","G205456E67428N",393067,624,"2008-09-02T00:00:00",-154.54440855763357,67.427818,5,0.152715097571816,0,0,0,9,"",1,-154.54073056880213,67.42942808574267,1330.4174,1504.5751,1394.6323,1397.3597,23.834925,11.522445,1,"COPDEM30",584
"RGI2000-v7.0-G-01-00024","01","01-01","G205498E67458N",393088,624,"2008-09-02T00:00:00",-154.49826555789474,67.459093,5,0.559205219116344,0,0,0,9,"",1,-154.4952852025073,67.46372195906761,1394.8613,1877.2274,1507.3688,1518.0239,23.391735,0.29665855,1,"COPDEM30",1588
"RGI2000-v7.0-G-01-00025","01","01-01","G205527E67462N",393097,624,"2008-09-02T00:00:00",-154.47077139871791,67.46141850000001,5,0.297163829857434,0,0,0,9,"",1,-154.4709291886234,67.46645144810422,1462.5765,1705.6982,1538.2355,1543.1796,13.719429,1.2740283,1,"COPDEM30",1247
"RGI2000-v7.0-G-01-00026","01","01-01","G205531E67479N",393101,624,"2008-09-02T00:00:00",-154.46797954666425,67.47936100000001,5,0.12566269597915,0,0,0,9,"",1,-154.46422274159917,67.48227599575948,1364.7137,1726.0265,1501.5067,1504.6365,28.341099,16.713661,1,"COPDEM30",817
"RGI2000-v7.0-G-01-00027","01","01-01","G205364E67478N",393043,624,"2008-09-02T00:00:00",-154.63604661546032,67.477784,5,0.158668068692417,0,0,0,9,"",1,-154.63458028260976,67.48013993354878,1319.5184,1532.437,1408.9194,1407.1422,22.98945,28.386082,2,"COPDEM30",543
"RGI2000-v7.0-G-01-00028","01","01-01","G205328E67488N",393034,624,"2008-09-02T00:00:00",-154.6728792434782,67.48844,5,0.109097659304116,0,0,0,9,"",1,-154.66782274709408,67.490354820405,1326.9641,1519.1542,1424.3357,1423.401,28.581896,9.318142,1,"COPDEM30",490
"RGI2000-v7.0-G-01-00029","01","01-01","G205491E67362N",393087,624,"2008-09-08T00:00:00",-154.50851691457535,67.3625765,5,0.389076802151623,0,0,0,9,"",1,-154.50152924433442,67.36705004807426,1382.0255,1543.4346,1455.6638,1457.1648,11.015823,2.1379774,1,"COPDEM30",1181
"RGI2000-v7.0-G-01-00030","01","01-01","G205526E67328N",393095,624,"2008-09-11T00:00:00",-154.4748557207319,67.32802899999999,5,0.186693184771038,0,0,0,9,"",1,-154.47577240598153,67.33112926166417,1254.1831,1492.8582,1364.5266,1366.9816,21.005013,8.088149,1,"COPDEM30",805
"RGI2000-v7.0-G-01-00031","01","01-01","G205802E67390N",393177,624,"2008-09-08T00:00:00",-154.20089876885712,67.39002049999999,5,1.384686586723098,0,0,0,9,"",1,-154.19375016260463,67.40036363237331,1131.0713,1848.5444,1363.8595,1401.9036,24.41838,29.035955,2,"COPDEM30",2936
"RGI2000-v7.0-G-01-00032","01","01-01","G205832E67389N",393182,624,"2008-09-08T00:00:00",-154.16480560026213,67.388781,5,1.08273390110669,0,0,0,9,"",1,-154.18291724876735,67.39574137807331,1231.3352,1835.7701,1448.1582,1468.8094,20.937246,351.9555759429932,1,"COPDEM30",1921
"RGI2000-v7.0-G-01-00033","01","01-01","G205844E67399N",393189,624,"2008-09-08T00:00:00",-154.14921766957212,67.393517,5,0.483519420209789,0,0,0,9,"",1,-154.15822554716306,67.4025148214915,1280.3433,1860.8834,1527.8405,1551.355,26.47315,33.83976,2,"COPDEM30",2126
"RGI2000-v7.0-G-01-00034","01","01-01","G205885E67403N",393224,624,"2008-09-02T00:00:00",-154.11450448903105,67.40338750000001,5,0.049004087827121,0,0,0,9,"",1,-154.11211694897693,67.40373357899301,1286.9797,1609.926,1408.3279,1416.5183,52.30554,57.35033,2,"COPDEM30",248
"RGI2000-v7.0-G-01-00035","01","01-01","G205888E67374N",393225,624,"2008-09-08T00:00:00",-154.11221444593025,67.374616,5,0.15592409722742,0,0,0,9,"",1,-154.11405434226532,67.37715186740294,1299.5049,1630.163,1401.5615,1416.0696,28.30046,18.384438,1,"COPDEM30",624
"RGI2000-v7.0-G-01-00036","01","01-01","G205896E67374N",393236,624,"2008-09-08T00:00:00",-154.10414655261627,67.37453049999999,5,0.135494759123256,0,0,0,9,"",1,-154.10217173167615,67.37731700010552,1286.5266,1616.06,1408.1628,1406.3627,27.485397,348.72815704345703,1,"COPDEM30",635
"RGI2000-v7.0-G-01-00037","01","01-01","G205908E67375N",393242,624,"2008-09-08T00:00:00",-154.09266507459677,67.37454199999999,5,0.156669556211602,0,0,0,9,"",1,-154.0901428149687,67.37729625146835,1366.7612,1632.8502,1478.6896,1492.2604,29.096577,24.316477,2,"COPDEM30",539
"RGI2000-v7.0-G-01-00038","01","01-01","G205923E67376N",393249,624,"2008-09-08T00:00:00",-154.07684822027971,67.3758915,5,0.308602157793372,0,0,0,9,"",1,-154.0715161328252,67.37928437379016,1277.6517,1770.6603,1442.3806,1466.7272,29.778011,4.068897,1,"COPDEM30",937
"RGI2000-v7.0-G-01-00039","01","01-01","G205942E67374N",393264,624,"2008-09-08T00:00:00",-154.05526260326184,67.3745835,5,0.408701605516991,0,0,0,9,"",1,-154.0534888486706,67.37869905654745,1316.298,1852.3889,1459.6329,1488.6506,20.683743,39.011192,2,"COPDEM30",1305
"RGI2000-v7.0-G-01-00040","01","01-01","G205982E67383N",393290,624,"2008-09-08T00:00:00",-154.018975371875,67.38300100000001,5,0.092989407264254,0,0,0,9,"",1,-154.01590980131598,67.38447363725933,1223.703,1402.1941,1303.8445,1307.3362,28.413078,1.4160275,1,"COPDEM30",467
"RGI2000-v7.0-G-01-00041","01","01-01","G205784E67405N",393171,624,"2008-09-02T00:00:00",-154.21627825329557,67.40570650000001,5,0.378458951047088,0,0,0,9,"",1,-154.20649618735564,67.40907808615087,1258.5858,1532.0275,1348.6389,1350.8429,18.769392,7.855794,1,"COPDEM30",1071
"RGI2000-v7.0-G-01-00042","01","01-01","G205800E67430N",393176,624,"2008-09-02T00:00:00",-154.19960281735098,67.430559,5,0.037677838596739,0,0,0,9,"",1,-154.19626606828115,67.4307475611645,1322.0917,1459.1023,1366.75,1374.8503,34.939693,33.64478,2,"COPDEM30",365
"RGI2000-v7.0-G-01-00043","01","01-01","G205777E67433N",393168,624,"2008-09-02T00:00:00",-154.22332112770562,67.432641,5,0.146089232358958,0,0,0,9,"",1,-154.223999584338,67.43472211782738,1338.473,1494.3109,1396.6542,1400.8315,21.441414,11.45905,1,"COPDEM30",509
"RGI2000-v7.0-G-01-00044","01","01-01","G205719E67742N",393138,624,"2009-07-13T00:00:00",-154.28129038312466,67.7419195,5,0.114996304092442,0,0,0,9,"",1,-154.2763704891885,67.74401490940059,1328.4237,1510.2765,1388.9274,1396.5125,22.097898,44.58953,2,"COPDEM30",555
"RGI2000-v7.0-G-01-00045","01","01-01","G205662E67810N",393125,624,"2009-07-13T00:00:00",-154.33815262321832,67.80953249999999,5,0.032082820611552,0,0,0,9,"",1,-154.33938605662243,67.81049771569836,1863.0337,1984.9044,1926.2651,1928.9487,34.37728,315.4502182006836,8,"COPDEM30",191
"RGI2000-v7.0-G-01-00046","01","01-01","G205669E67811N",393128,624,"2009-07-13T00:00:00",-154.32990037700534,67.81119050000001,5,0.044050285188676,0,0,0,9,"",1,-154.33083758946808,67.81257569538843,1755.0236,1984.5912,1918.5284,1903.784,36.021667,0.8752034,1,"COPDEM30",361
"RGI2000-v7.0-G-01-00047","01","01-01","G205483E67788N",393083,624,"2009-07-13T00:00:00",-154.5144798547619,67.788284,5,0.572371315624335,0,0,0,9,"",1,-154.51950444918384,67.79755663264513,1176.236,1658.9017,1372.221,1373.1814,20.092646,342.60582542419434,1,"COPDEM30",2211
"RGI2000-v7.0-G-01-00048","01","01-01","G205456E67786N",393068,624,"2009-07-13T00:00:00",-154.54364679676573,67.785886,5,0.060610261213524,0,0,0,9,"",1,-154.54599376506263,67.78742346995281,1469.178,1604.444,1490.7316,1499.0796,16.88282,347.41919326782227,1,"COPDEM30",434
"RGI2000-v7.0-G-01-00049","01","01-01","G205403E67806N",393054,624,"2009-07-13T00:00:00",-154.5971303734756,67.805819,5,0.078226123734965,0,0,0,9,"",1,-154.5973697115318,67.80750383178474,1787.7864,2011.0386,1904.4548,1905.5571,31.413643,350.48358631134033,1,"COPDEM30",408
"RGI2000-v7.0-G-01-00050","01","01-01","G205416E67812N",393056,624,"2009-07-13T00:00:00",-154.58281976825089,67.81171,5,0.732549981048614,0,0,0,9,"",1,-154.59914268786522,67.81749459493446,1346.8771,1705.6064,1496.8909,1502.7509,15.921754,356.7490448951721,1,"COPDEM30",2047
"RGI2000-v7.0-G-01-00051","01","01-01","G205129E67807N",392986,624,"2009-07-13T00:00:00",-154.87211042244303,67.8069705,5,0.232830646460217,0,0,0,9,"",1,-154.87381682481612,67.81036308626597,1763.9266,2183.6099,1948.5028,1963.667,24.8187,338.2557201385498,1,"COPDEM30",964
"RGI2000-v7.0-G-01-00052","01","01-01","G205107E67799N",392982,624,"2009-07-13T00:00:00",-154.8931678991098,67.79941600000001,5,0.138976163478178,0,0,0,9,"",1,-154.89404733911365,67.80149833382958,1492.7758,1653.6271,1567.1597,1565.8398,20.78754,13.822949,1,"COPDEM30",559
"RGI2000-v7.0-G-01-00053","01","01-01","G205084E67800N",392977,624,"2009-07-13T00:00:00",-154.9146515665583,67.8009355,5,0.362792903263581,0,0,0,9,"",1,-154.926794999074,67.8051073162002,1560.4497,2034.2626,1810.2351,1803.5916,25.1004,339.0442695617676,1,"COPDEM30",1170
"RGI2000-v7.0-G-01-00054","01","01-01","G206015E67911N",393328,624,"2008-09-13T00:00:00",-153.98513728676002,67.91121899999999,5,0.049782920964782,0,0,0,9,"",1,-153.98368630022173,67.91273667729958,1433.91,1583.2115,1489.462,1494.3871,25.389309,13.736438,1,"COPDEM30",330
"RGI2000-v7.0-G-01-00055","01","01-01","G206204E68217N",393564,624,"2006-09-25T00:00:00",-153.79075044457306,68.21889949999999,5,1.066886978646878,0,0,0,9,"",1,-153.7490785886812,68.21979104910886,1413.9722,1768.2323,1564.0535,1571.2694,15.683524,101.53963,3,"COPDEM30",2681
"RGI2000-v7.0-G-01-00056","01","01-01","G206437E68283N",394011,624,"2006-09-25T00:00:00",-153.56221724282176,68.28334000000001,5,0.367615602183458,0,0,0,9,"",1,-153.57342580396414,68.28708561297017,1808.9224,2197.2097,1966.1813,1976.0603,22.23924,338.7514934539795,1,"COPDEM30",1097
"RGI2000-v7.0-G-01-00057","01","01-01","G206438E68288N",394015,624,"2006-09-25T00:00:00",-153.5612914964133,68.288352,5,0.15644073354523,0,0,0,9,"",1,-153.564526178427,68.29048465820436,1703.0786,1837.7727,1745.0864,1753.3799,18.363678,10.226702,1,"COPDEM30",560
"RGI2000-v7.0-G-01-00058","01","01-01","G206709E68329N",394675,624,"2007-09-20T00:00:00",-153.29214522674852,68.32979549999999,5,0.337677064179038,0,0,0,9,"",1,-153.29231034006284,68.33395618159852,1564.087,1785.9447,1620.2031,1637.5726,18.384165,358.51683938503265,1,"COPDEM30",1030
"RGI2000-v7.0-G-01-00059","01","01-01","G207077E68242N",395395,624,"2006-09-25T00:00:00",-152.92180017405065,68.24182400000001,5,0.524374905719612,0,0,0,9,"",1,-152.92169888368272,68.24692401749115,1749.2604,2116.6558,1915.8134,1923.13,23.614716,13.027716,1,"COPDEM30",1189
"RGI2000-v7.0-G-01-00060","01","01-01","G207436E68157N",395898,624,"2006-09-28T00:00:00",-152.5625718540434,68.15733399999999,5,0.383158751233667,0,0,0,9,"",1,-152.5675686337439,68.16219304615882,1498.8174,1750.7194,1588.8516,1592.2992,20.325848,355.3222556114197,1,"COPDEM30",1080
"RGI2000-v7.0-G-01-00061","01","01-01","G207723E68211N",396330,624,"2006-09-25T00:00:00",-152.2768860714466,68.211383,5,0.326355434653475,0,0,0,9,"",1,-152.2764455859714,68.21486671182362,1646.995,1877.482,1729.363,1734.7124,18.841564,357.101035118103,1,"COPDEM30",815
"RGI2000-v7.0-G-01-00062","01","01-01","G207743E68213N",396347,624,"2006-09-25T00:00:00",-152.2558346473684,68.21324200000001,5,0.509687411691818,0,0,0,9,"",1,-152.25287476094283,68.21958126560644,1464.6646,1797.7332,1569.8735,1597.1536,16.649939,14.603399,1,"COPDEM30",1534
"RGI2000-v7.0-G-01-00063","01","01-01","G207840E68205N",396443,624,"2006-09-25T00:00:00",-152.1568053391365,68.20531600000001,5,0.645734831082353,0,0,0,9,"",1,-152.1570440027252,68.21103687215896,1440.4291,1708.3245,1530.3896,1542.7268,14.930469,352.31274127960205,1,"COPDEM30",1739
"RGI2000-v7.0-G-01-00064","01","01-01","G207895E68205N",396476,624,"2006-09-25T00:00:00",-152.1059549634653,68.203386,5,0.92069786088549,0,0,0,9,"",1,-152.09988097983108,68.21096714512123,1373.9469,1875.0304,1570.0328,1576.7772,21.14509,333.1915340423584,8,"COPDEM30",1780
"RGI2000-v7.0-G-01-00065","01","01-01","G207928E68200N",396501,624,"2006-09-28T00:00:00",-152.07453618209715,68.1996345,5,0.620015601940626,0,0,0,9,"",1,-152.06070250232995,68.2069595943033,1225.5212,1623.0369,1368.3615,1392.4791,18.808886,12.620714,1,"COPDEM30",1939
"RGI2000-v7.0-G-01-00066","01","01-01","G207941E68194N",396513,624,"2006-09-28T00:00:00",-152.05881596206328,68.1938065,5,0.120059381208369,0,0,0,9,"",1,-152.06099340992125,68.19564907763511,1553.4922,1700.1145,1598.6844,1604.3385,21.865667,0.83116734,1,"COPDEM30",526
"RGI2000-v7.0-G-01-00067","01","01-01","G207948E68188N",396521,624,"2006-09-28T00:00:00",-152.05218163834883,68.1883775,5,0.041280839150535,0,0,0,9,"",1,-152.05143627476474,68.1893187680878,1825.332,1939.9293,1884.4503,1883.282,30.15122,38.062313,2,"COPDEM30",256
"RGI2000-v7.0-G-01-00068","01","01-01","G208610E68040N",396750,624,"2007-07-02T00:00:00",-151.39033665390247,68.040119,5,0.122580341715343,0,0,0,9,"",1,-151.38930664454475,68.04292619588479,1450.4028,1613.5266,1521.2585,1518.1687,18.326,20.352081,1,"COPDEM30",659
"RGI2000-v7.0-G-01-00069","01","01-01","G208874E68024N",396834,624,"2008-08-19T00:00:00",-151.12559025872093,68.024003,5,0.122627572053947,0,0,0,9,"",1,-151.12267401399518,68.02641408804595,1418.4326,1573.9769,1504.733,1501.5254,17.89556,12.926406,1,"COPDEM30",580
"RGI2000-v7.0-G-01-00070","01","01-01","G208956E68149N",396919,624,"2007-07-02T00:00:00",-151.0430756870059,68.14918850000001,5,0.234650331381718,0,0,0,9,"",1,-151.04233025353417,68.15179421541099,1446.5299,1609.8918,1528.5127,1524.5604,18.083805,341.02216720581055,1,"COPDEM30",609
"RGI2000-v7.0-G-01-00071","01","01-01","G208935E68181N",396896,624,"2007-07-02T00:00:00",-151.065104289781,68.18129099999999,5,0.288433948794879,0,0,0,9,"",1,-151.0722819894988,68.18359384562801,1521.4902,1784.1674,1605.029,1611.1039,20.215967,356.00843381881714,1,"COPDEM30",801
"RGI2000-v7.0-G-01-00072","01","01-01","G208900E68224N",396859,624,"2007-07-02T00:00:00",-151.0991884,68.223469,5,0.205000936868514,0,0,0,9,"",1,-151.10097169859452,68.22673300502757,1530.562,1749.0823,1573.0184,1578.3727,18.273447,350.9644718170166,1,"COPDEM30",751
"RGI2000-v7.0-G-01-00073","01","01-01","G208817E68172N",396813,624,"2007-07-02T00:00:00",-151.18273484552483,68.171708,5,0.126196723510073,0,0,0,9,"",1,-151.1790042620636,68.17296279975471,1579.6616,1759.5228,1625.6753,1630.4152,19.898283,33.864086,2,"COPDEM30",481
"RGI2000-v7.0-G-01-00074","01","01-01","G209113E68144N",397033,624,"2007-07-02T00:00:00",-150.8868929639423,68.144328,5,0.506338241879104,0,0,0,9,"",1,-150.89983323222663,68.14937512250405,1555.8755,2033.5009,1728.0941,1727.9124,21.187326,346.20824813842773,1,"COPDEM30",1641
"RGI2000-v7.0-G-01-00075","01","01-01","G209140E68142N",397049,624,"2007-07-02T00:00:00",-150.85999881969695,68.1436535,5,1.451275231410222,0,0,0,9,"West Alapah Glacier",1,-150.86647238922984,68.15667785153661,1422.2911,2021.5514,1663.0242,1668.0786,14.144722,20.488852,1,"COPDEM30",3043
"RGI2000-v7.0-G-01-00076","01","01-01","G209161E68149N",397056,624,"2007-07-02T00:00:00",-150.83723160446735,68.149059,5,0.330888907611375,0,0,0,9,"",1,-150.85636553623223,68.15375184644921,1502.9326,2143.2886,1786.5065,1779.6466,27.20613,335.4028091430664,8,"COPDEM30",1609
"RGI2000-v7.0-G-01-00077","01","01-01","G209188E68141N",397067,624,"2007-07-02T00:00:00",-150.80568416545896,68.140917,5,1.246955494764562,0,0,0,9,"East Alapah Glacier",1,-150.80038773975417,68.15224864887982,1408.0396,1896.3223,1583.7968,1586.5437,13.891758,16.538286,1,"COPDEM30",3011
"RGI2000-v7.0-G-01-00078","01","01-01","G209194E68166N",397072,624,"2007-07-02T00:00:00",-150.807481929558,68.165711,5,0.298760962292165,0,0,0,9,"",1,-150.7922975954235,68.16976911677564,1561.1073,1916.252,1691.4406,1684.2249,18.516878,355.3388676643372,1,"COPDEM30",1402
"RGI2000-v7.0-G-01-00079","01","01-01","G209188E68184N",397068,624,"2007-07-02T00:00:00",-150.81125557142857,68.184163,5,0.165163621068258,0,0,0,9,"",1,-150.8055091003839,68.18512143881854,1587.95,1855.8528,1678.0914,1683.498,30.508766,24.88983,2,"COPDEM30",483
"RGI2000-v7.0-G-01-00080","01","01-01","G209177E68223N",397062,624,"2007-07-02T00:00:00",-150.82334228554348,68.223635,5,0.404710641468392,0,0,0,9,"",1,-150.82311444313294,68.22712341528917,1731.8885,2003.6652,1809.906,1819.9459,20.452208,18.740627,1,"COPDEM30",824
"RGI2000-v7.0-G-01-00081","01","01-01","G209140E68223N",397050,624,"2007-07-02T00:00:00",-150.85944461342592,68.22353000000001,5,0.142108176606475,0,0,0,9,"",1,-150.86288248505838,68.2253896411732,1748.8774,2010.4734,1843.4336,1849.8195,26.29407,356.4964864253998,1,"COPDEM30",511
"RGI2000-v7.0-G-01-00082","01","01-01","G209166E68244N",397058,624,"2007-07-02T00:00:00",-150.83463409307032,68.2438385,5,0.089241359088228,0,0,0,9,"",1,-150.83279097577335,68.24552914375916,1771.2648,1885.1497,1798.4108,1804.6252,20.585012,12.999438,1,"COPDEM30",432
"RGI2000-v7.0-G-01-00083","01","01-01","G209194E68251N",397073,624,"2007-07-02T00:00:00",-150.8057130891544,68.25074950000001,5,0.076692365670412,0,0,0,9,"",1,-150.80790277067712,68.25238195665884,1847.2821,2062.9707,1977.6404,1967.8275,31.163471,331.46872329711914,8,"COPDEM30",388
"RGI2000-v7.0-G-01-00084","01","01-01","G209201E68252N",397078,624,"2007-07-02T00:00:00",-150.79930870531564,68.252196,5,0.039119186881026,0,0,0,9,"",1,-150.80178351566488,68.25299456033582,1959.0403,2103.3271,2045.7062,2041.565,30.142204,299.9966125488281,8,"COPDEM30",261
"RGI2000-v7.0-G-01-00085","01","01-01","G209187E68254N",397066,624,"2007-07-02T00:00:00",-150.81298824192015,68.25398200000001,5,0.068242994280551,0,0,0,9,"",1,-150.81723510670832,68.25543881779019,1650.7252,1783.1993,1688.6594,1696.9128,18.098818,320.6375389099121,8,"COPDEM30",448
"RGI2000-v7.0-G-01-00086","01","01-01","G209227E68252N",397099,624,"2007-07-02T00:00:00",-150.77579408786062,68.2526135,5,0.306410710195185,0,0,0,9,"",1,-150.76973876103668,68.25680768372793,1583.268,1827.3444,1699.2076,1699.7457,18.744038,24.206057,2,"COPDEM30",1194
"RGI2000-v7.0-G-01-00087","01","01-01","G209254E68256N",397115,624,"2007-07-02T00:00:00",-150.7457669822429,68.256551,5,0.163083904545256,0,0,0,9,"",1,-150.7493459119417,68.2584778020386,1866.5762,2115.0562,2011.0044,2007.6987,26.04682,320.3634223937988,8,"COPDEM30",544
"RGI2000-v7.0-G-01-00088","01","01-01","G209167E68272N",397059,624,"2007-07-02T00:00:00",-150.83312428938052,68.272508,5,0.042400923154581,0,0,0,9,"",1,-150.8365255767945,68.27355044593884,1880.3207,2057.8325,2000.2227,1993.4688,30.844503,324.19330978393555,8,"COPDEM30",332
"RGI2000-v7.0-G-01-00089","01","01-01","G209264E68295N",397122,624,"2007-07-02T00:00:00",-150.73603908789474,68.29512,5,0.147033878446972,0,0,0,9,"",1,-150.73609287120547,68.29692323775383,1863.3364,2068.0166,1955.4344,1955.8474,28.839804,7.1724477,1,"COPDEM30",444
"RGI2000-v7.0-G-01-00090","01","01-01","G209502E68301N",397307,624,"2007-07-02T00:00:00",-150.4969773041437,68.3013145,5,0.217125463653334,0,0,0,9,"",1,-150.4976508523471,68.3037649558632,1764.6327,2027.4048,1849.4617,1858.49,25.772608,328.78139877319336,8,"COPDEM30",635
